1594113901,21.33,0.02,12.65,32
1594114217,12.99,0.37,12.89,32
1594114533,13.00,0.37,12.91,32
1594114849,13.01,0.39,12.92,32
1594115164,13.02,0.40,12.92,32
1594115480,13.04,0.41,12.95,32
1594115796,13.05,0.42,12.95,32
1594116111,13.06,0.43,12.96,32
1594116427,13.07,0.44,12.97,32
1594116742,13.08,0.44,12.97,32
1594117057,13.08,0.45,12.98,32
1594117373,13.09,0.46,12.98,32
1594117688,13.11,0.47,13.00,32
1594118003,13.11,0.47,13.00,32
1594118319,13.12,0.48,13.01,32
1594118634,13.14,0.49,13.02,32
1594118949,13.14,0.49,13.03,32
1594119265,13.15,0.50,13.03,32
1594119580,13.16,0.51,13.06,32
1594119896,13.17,0.52,13.06,32
1594120211,13.18,0.52,13.06,32
1594120526,13.19,0.53,13.07,32
1594120842,13.19,0.53,13.07,32
1594121157,13.20,0.53,13.08,32
1594121472,13.21,0.54,13.08,32
1594121788,13.22,0.55,13.11,32
1594122103,13.23,0.55,13.11,32
1594122419,13.24,0.55,13.12,32
1594122734,13.25,0.56,13.12,32
1594123050,13.26,0.56,13.13,32
1594123365,13.27,0.57,13.14,32
1594123680,13.27,0.57,13.15,32
1594123996,13.29,0.57,13.17,32
1594124311,13.29,0.57,13.17,32
1594124627,13.30,0.57,13.17,32
1594124942,13.31,0.58,13.20,32
1594125258,13.32,0.58,13.20,32
1594125573,13.33,0.58,13.21,32
1594125889,13.34,0.58,13.23,32
1594126204,13.35,0.58,13.22,32
1594126520,13.36,0.58,13.25,32
1594126835,13.38,0.57,13.25,32
1594127151,13.38,0.58,13.25,32
1594127466,13.39,0.58,13.26,32
1594127782,13.40,0.58,13.28,32
1594128097,13.43,0.57,13.29,32
1594128413,13.42,0.58,13.31,32
1594128728,13.44,0.58,13.31,32
1594129043,13.44,0.58,13.31,32
1594129358,13.45,0.57,13.32,32
1594129674,13.45,0.57,13.32,32
1594129989,13.45,0.56,13.32,32
1594130304,13.46,0.56,13.34,32
1594130619,13.47,0.56,13.35,32
1594130935,13.46,0.56,13.33,32
1594131250,13.46,0.55,13.35,32
1594131565,13.47,0.55,13.34,32
1594131880,13.47,0.54,13.35,32
1594132196,13.47,0.54,13.33,32
1594132511,13.46,0.54,13.34,32
1594132826,13.46,0.53,13.33,32
1594133142,13.46,0.53,13.34,32
1594133457,13.46,0.53,13.33,32
1594133772,13.46,0.52,13.33,32
1594134088,13.45,0.51,13.33,32
1594134403,13.44,0.51,13.32,32
1594134718,13.43,0.50,13.32,32
1594135034,13.42,0.49,13.30,32
1594135349,13.39,0.48,13.27,32
1594135664,13.35,0.48,13.24,32
1594135980,13.35,0.48,13.22,32
1594136295,13.34,0.47,13.23,32
1594136610,13.33,0.46,13.21,32
1594136926,13.33,0.45,13.22,32
1594137241,13.32,0.45,13.20,32
1594137557,13.30,0.43,13.19,32
1594137872,13.29,0.42,13.19,32
1594138187,13.28,0.42,13.17,32
1594138503,13.27,0.40,13.17,32
1594138818,13.26,0.40,13.15,32
1594139134,13.24,0.39,13.13,32
1594139449,13.23,0.38,13.14,32
1594139764,13.21,0.37,13.11,32
1594140080,13.19,0.36,13.10,32
1594140395,13.18,0.35,13.09,32
1594140711,13.16,0.34,13.06,32
1594141026,13.14,0.32,13.06,32
1594141342,13.12,0.32,13.04,32
1594141657,13.11,0.31,13.03,32
1594141972,13.09,0.30,13.01,32
1594142288,13.08,0.28,13.01,32
1594142603,13.06,0.28,12.97,32
1594142919,13.04,0.26,12.96,32
1594143234,13.03,0.26,12.95,32
1594143550,13.01,0.25,12.92,32
1594143865,12.99,0.23,12.91,32
1594144181,12.98,0.22,12.90,32
1594144496,12.96,0.21,12.89,32
1594144812,12.95,0.20,12.87,32
1594145127,12.93,0.19,12.86,32
1594145443,12.92,0.18,12.84,32
1594145758,12.90,0.17,12.84,32
1594146074,12.88,0.16,12.82,32
1594146389,12.87,0.15,12.80,32
1594146705,12.86,0.14,12.80,32
1594147020,12.85,0.12,12.79,32
1594147335,12.83,0.11,12.78,32
1594147651,12.82,0.11,12.76,32
1594147966,12.81,0.09,12.75,32
1594148282,12.80,0.08,12.75,32
1594148597,12.79,0.07,12.75,32
1594148913,12.78,0.07,12.73,32
1594149228,12.74,0.03,12.69,32
1594149544,12.73,0.03,12.68,32
1594149860,12.72,0.02,12.68,32
1594150175,12.72,0.02,12.68,32
1594150491,12.71,0.02,12.68,32
1594150807,12.71,0.02,12.66,32
1594151123,12.70,0.03,12.67,32
1594151439,12.69,0.02,12.65,32
1594151755,12.69,0.03,12.64,32
1594152071,12.68,0.03,12.63,32
1594152387,12.68,0.02,12.65,32
1594152703,12.67,0.02,12.64,32
1594153019,12.67,0.02,12.63,32
1594153335,12.66,0.02,12.63,32
1594153651,12.66,0.02,12.63,32
1594153967,12.66,0.02,12.61,32
1594154283,12.66,0.02,12.62,32
1594154599,12.65,0.02,12.60,32
1594154916,12.65,0.02,12.60,32
1594155232,12.64,0.02,12.61,32
1594155548,12.64,0.02,12.59,32
1594155865,12.64,0.02,12.60,32
1594156181,12.63,0.02,12.59,32
1594156497,12.63,0.02,12.60,32
1594156814,12.63,0.02,12.58,32
1594157130,12.63,0.02,12.59,32
1594157446,12.62,0.02,12.58,32
1594157763,12.62,0.02,12.57,32
1594158079,12.62,0.02,12.58,32
1594158395,12.61,0.02,12.57,32
1594158712,12.62,0.02,12.57,32
1594159028,12.61,0.02,12.56,32
1594159344,12.61,0.02,12.56,32
1594159660,12.60,0.02,12.57,32
1594159977,12.60,0.02,12.58,32
1594160293,12.60,0.02,12.56,32
1594160609,12.60,0.02,12.56,32
1594160926,12.59,0.02,12.55,32
1594161242,12.59,0.02,12.56,32
1594161558,12.59,0.02,12.55,32
1594161875,12.58,0.02,12.54,32
1594162191,12.58,0.02,12.54,32
1594162507,12.58,0.02,12.53,32
1594162823,12.58,0.02,12.54,32
1594163140,12.58,0.02,12.53,32
1594163456,12.57,0.02,12.53,32
1594163772,12.57,0.02,12.54,32
1594164089,12.57,0.02,12.53,32
1594164405,12.57,0.02,12.53,32
1594164721,12.57,0.02,12.52,32
1594165037,12.56,0.02,12.51,32
1594165354,12.56,0.02,12.52,32
1594165670,12.56,0.02,12.51,32
1594165989,12.56,0.02,12.51,32
1594166307,12.55,0.02,12.51,32
1594166626,12.56,0.02,12.51,32
1594166945,12.55,0.02,12.51,32
1594167263,12.55,0.02,12.51,32
1594167582,12.55,0.02,12.50,32
1594167901,12.55,0.02,12.51,32
1594168219,12.54,0.02,12.50,32
1594168538,12.54,0.02,12.50,32
1594168857,12.54,0.02,12.51,32
1594169175,12.54,0.02,12.49,32
1594169494,12.54,0.02,12.49,32
1594169813,12.53,0.02,12.50,32
1594170131,12.53,0.02,12.50,32
1594170450,12.53,0.02,12.49,32
1594170769,12.53,0.02,12.49,32
1594171087,12.53,0.02,12.49,32
1594171406,12.53,0.02,12.48,32
1594171724,12.53,0.02,12.48,32
1594172043,12.52,0.02,12.48,32
1594172362,12.52,0.02,12.49,32
1594172680,12.52,0.02,12.48,32
1594172999,12.52,0.02,12.48,32
1594173318,12.51,0.02,12.47,32
1594173636,12.51,0.02,12.48,32
1594173955,12.51,0.02,12.47,32
1594174274,12.51,0.02,12.47,32
1594174592,12.51,0.02,12.46,32
1594174911,12.51,0.02,12.48,32
1594175230,12.51,0.02,12.46,32
1594175548,12.51,0.02,12.47,32
1594175867,12.51,0.02,12.47,32
1594176185,12.50,0.02,12.47,32
1594176504,12.50,0.02,12.45,32
1594176823,12.50,0.02,12.46,32
1594177141,12.50,0.03,12.46,32
1594177460,12.49,0.02,12.46,32
1594177779,12.49,0.02,12.45,32
1594178097,12.49,0.02,12.44,32
1594178416,12.49,0.02,12.45,32
1594178735,12.49,0.02,12.45,32
1594179053,12.49,0.02,12.44,32
1594179372,12.49,0.02,12.45,32
1594179691,12.48,0.02,12.44,32
1594180009,12.49,0.02,12.44,32
1594180328,12.48,0.02,12.45,32
1594180646,12.48,0.02,12.44,32
1594180965,12.48,0.02,12.44,32
1594181284,12.48,0.02,12.45,32
1594181602,12.48,0.02,12.44,32
1594181921,12.48,0.02,12.44,32
1594182240,12.48,0.02,12.43,32
1594182558,12.47,0.02,12.43,32
1594182877,12.47,0.02,12.43,32
1594183196,12.47,0.02,12.43,32
1594183514,12.47,0.02,12.44,32
1594183833,12.47,0.02,12.42,32
1594184151,12.47,0.02,12.42,32
1594184470,12.47,0.02,12.42,32
1594184789,12.48,0.02,12.44,32
1594185107,12.46,0.02,12.43,32
1594185426,12.46,0.02,12.43,32
1594185745,12.46,0.02,12.43,32
1594186063,12.46,0.02,12.43,32
1594186382,12.46,0.02,12.43,32
1594186700,12.45,0.02,12.41,32
1594187019,12.46,0.02,12.42,32
1594187338,12.46,0.02,12.43,32
1594187656,12.46,0.02,12.41,32
1594187975,12.46,0.02,12.42,32
1594188294,12.46,0.02,12.43,32
1594188612,12.46,0.02,12.42,32
1594188931,12.46,0.02,12.41,32
1594189250,12.46,0.02,12.41,32
1594189568,12.46,0.02,12.42,32
1594189887,12.46,0.02,12.42,32
1594190205,12.46,0.02,12.43,32
1594190524,12.46,0.02,12.42,32
1594190843,12.46,0.02,12.35,32
1594191161,12.46,0.02,12.42,32
1594191480,12.46,0.02,12.42,32
1594191799,12.47,0.02,12.43,32
1594192117,12.47,0.03,12.43,32
1594192436,12.47,0.03,12.44,32
1594192755,12.48,0.04,12.43,32
1594193073,12.48,0.04,12.44,32
1594193392,12.48,0.04,12.45,32
1594193710,12.49,0.04,12.44,32
1594194029,12.49,0.04,12.44,32
1594194348,12.49,0.05,12.44,32
1594194666,12.49,0.05,12.46,32
1594194985,12.50,0.05,12.45,32
1594195304,12.51,0.05,12.46,32
1594195622,12.52,0.05,12.48,32
1594195941,12.53,0.06,12.47,32
1594196260,12.52,0.06,12.48,32
1594196578,12.53,0.07,12.49,32
1594196897,12.54,0.07,12.49,32
1594197216,12.55,0.07,12.50,32
1594197534,12.57,0.09,12.52,32
1594197850,12.58,0.09,12.52,32
1594198167,12.59,0.10,12.54,32
1594198483,12.62,0.12,12.56,32
1594198799,12.64,0.13,12.59,32
1594199115,12.66,0.14,12.60,32
1594199432,12.67,0.14,12.61,32
1594199748,12.69,0.16,12.63,32
1594200064,12.72,0.17,12.66,32
